ID,Geburtsjahr,Bildungsniveau,Familienstand,Einkommen,Kinder_zu_Hause,Teenager_zu_Hause,Datum_Kunde,Letzter_Kauf_Tage,Ausgaben_Wein,Ausgaben_Obst,Ausgaben_Fleisch,Ausgaben_Fisch,Ausgaben_Süßigkeiten,Ausgaben_Gold,Anzahl_Rabattkäufe,Anzahl_Webkäufe,Anzahl_Katalogkäufe,Anzahl_Ladeneinkäufe,Anzahl_WebBesuche_Monat,Kampagne_3_Akzeptiert,Kampagne_4_Akzeptiert,Kampagne_5_Akzeptiert,Kampagne_1_Akzeptiert,Kampagne_2_Akzeptiert,Beschwerde,Z_Kontaktkostenfaktor,Z_Umsatzfaktor,Antwort_Letzte_Kampagne,Alter,Gesamtausgaben
2118,1974, Zweiter Studienzyklus, Verheiratet        ,62905.0,0,1,2023-10-09,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,3,11,0,51,622
8812,1989, Zweiter Studienzyklus, Geschieden         ,13533.0,1,0,2023-10-03,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,36,48
6616,1985, Hochschulabschluss   , Zusammenlebend     ,59481.0,0,1,,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,3,11,0,40,461
2797,1987, Hochschulabschluss   , Verheiratet        ,72117.0,0,1,,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,3,11,0,38,1073
4328,1996, Zweiter Studienzyklus, Verheiratet        ,21955.0,1,0,2023-07-09,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,3,11,0,29,55
9167,1966, Hochschulabschluss   , Verheiratet        ,67131.0,0,1,,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,3,11,0,59,976
10560,1990, Doktor               , Ledig              ,36802.0,1,0,,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,3,11,0,35,20
2631,1992, Hochschulabschluss   , Zusammenlebend     ,71853.0,0,0,2023-08-05,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,33,1149
8312,1971, Grundbildung         , Verheiratet        ,28249.0,0,0,,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,54,43
5534,1985, Master               , Verheiratet        ,47808.0,0,1,,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,3,11,0,40,224
5093,1984, Doktor               , Geschieden         ,25509.0,1,0,,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,3,11,1,41,101
7592,1956, Doktor               , Verheiratet        ,51012.0,0,0,,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0,69,209
8895,1995, Hochschulabschluss   , Ledig              ,70596.0,0,0,2022-05-10,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,30,968
8584,1962, Doktor               , Zusammenlebend     ,85431.0,0,0,2023-08-06,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,3,11,0,63,1165
2694,1977, Hochschulabschluss   , Verheiratet        ,42664.0,0,1,,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,3,11,0,48,24
8910,1965, Hochschulabschluss   , Zusammenlebend     ,42586.0,1,1,,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,60,252
7433,1995, Hochschulabschluss   , Ledig              ,29760.0,1,0,,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0,30,165
164,1987, Doktor               , Verheiratet        ,28973.0,0,0,,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,3,11,0,38,269
10477,1983, Doktor               , Zusammenlebend     ,39435.0,1,0,2023-06-08,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,3,11,0,42,102
2681,1994, Zweiter Studienzyklus, Verheiratet        ,65370.0,0,0,2023-01-08,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,3,11,0,31,461
5150,1989, Grundbildung         , Ledig              ,20194.0,1,0,,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,36,47
5283,1986, Doktor               , Ledig              ,42473.0,1,1,,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,3,11,0,39,144
9645,1978, Hochschulabschluss   , Verheiratet        ,64590.0,0,0,,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,3,11,0,47,1338
10678,1969, Hochschulabschluss   , Zusammenlebend     ,71232.0,0,1,,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,3,11,0,56,917
7261,1981, Hochschulabschluss   , Zusammenlebend     ,34600.0,1,1,2023-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,3,11,1,44,318
9648,1977, Hochschulabschluss   , Ledig              ,46904.0,1,1,2022-03-11,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,3,11,0,48,253
2870,1983, Hochschulabschluss   , Verheiratet        ,49094.0,0,1,,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,3,11,0,42,502
8008,1993, Hochschulabschluss   , Zusammenlebend     ,36075.0,1,0,2023-09-12,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,3,11,0,32,119
1513,1989, Zweiter Studienzyklus, Zusammenlebend     ,60839.0,1,1,,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,3,11,0,36,1250
6173,1989, Hochschulabschluss   , Zusammenlebend     ,77298.0,0,1,2023-02-11,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,3,11,0,36,969
1419,1960, Hochschulabschluss   , Zusammenlebend     ,34026.0,1,1,2023-05-08,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,3,11,0,65,76
9150,1973, Doktor               , Ledig              ,48918.0,1,1,2024-12-04,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,52,62
7960,1972, Zweiter Studienzyklus, Zusammenlebend     ,82122.0,0,0,,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,3,11,0,53,1382
1250,1986, Hochschulabschluss   , Ledig              ,37697.0,1,0,2024-07-02,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,3,11,0,39,84
9905,1962, Hochschulabschluss   , Zusammenlebend     ,34074.0,1,1,,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,3,11,0,63,255
10691,1970, Master               , Verheiratet        ,28520.0,1,1,,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,55,43
7002,1965, Hochschulabschluss   , Ledig              ,62535.0,0,1,2023-03-10,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,3,11,0,60,398
2952,1987, Master               , Ledig              ,36273.0,1,0,,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,3,11,0,38,76
8439,1974, Hochschulabschluss   , Zusammenlebend     ,63404.0,0,2,2024-06-06,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,3,11,0,51,902
762,1991, Zweiter Studienzyklus, Zusammenlebend     ,75774.0,1,0,2024-02-05,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,3,11,0,34,823
2831,1986, Hochschulabschluss   , Zusammenlebend     ,78416.0,0,1,,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,3,11,0,39,1179
6977,1984, Hochschulabschluss   , Zusammenlebend     ,75702.0,0,1,,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,3,11,0,41,1921
6289,1961, Master               , Zusammenlebend     ,59385.0,1,1,,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,3,11,0,64,185
4168,1976, Hochschulabschluss   , Ledig              ,37070.0,1,1,,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,1,49,433
8397,1961, Hochschulabschluss   , Verheiratet        ,44689.0,1,1,2024-10-01,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,3,11,0,64,34
9284,1968, Hochschulabschluss   , Zusammenlebend     ,53977.0,0,1,2023-08-06,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,3,11,0,57,907
6237,1976, Doktor               , Ledig              ,7144.0,0,2,2023-07-12,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,3,11,0,49,416
3130,1974, Hochschulabschluss   , Ledig              ,18701.0,1,1,2023-04-06,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0,51,44
1619,1966, Hochschulabschluss   , Verheiratet        ,90369.0,0,0,,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,3,11,1,59,1588
1990,1984, Doktor               , Ledig              ,63159.0,0,0,2022-05-11,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,3,11,0,41,1797
5513,1976, Hochschulabschluss   , Zusammenlebend     ,37758.0,1,1,2022-04-10,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0,49,40
269,1973, Doktor               , Ledig              ,46757.0,0,1,,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,3,11,0,52,1143
8093,1979, Master               , Verheiratet        ,79734.0,0,0,,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,3,11,0,46,914
10513,2002, Hochschulabschluss   , Zusammenlebend     ,63207.0,0,0,,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,3,11,0,23,1502
10177,1964, Hochschulabschluss   , Geschieden         ,72071.0,0,1,,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,3,11,0,61,1338
2549,1993, Doktor               , Zusammenlebend     ,21840.0,1,0,,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,3,11,0,32,27
5782,1992, Zweiter Studienzyklus, Zusammenlebend     ,58582.0,0,1,,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,3,11,0,33,763
10057,1961, Hochschulabschluss   , Ledig              ,72282.0,0,0,,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,3,11,1,64,1331
10307,1966, Hochschulabschluss   , Verheiratet        ,50387.0,0,2,,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,3,11,0,59,525
8566,1971, Doktor               , Zusammenlebend     ,32583.0,1,1,,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,54,9
2415,1972, Hochschulabschluss   , Zusammenlebend     ,62568.0,0,1,2024-07-04,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,3,11,0,53,953
5684,1981, Master               , Geschieden         ,44635.0,1,1,2023-11-10,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,44,68
8334,1981, Master               , Ledig              ,33316.0,1,1,2023-04-10,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,3,11,0,44,131
9166,1978, Hochschulabschluss   , Verheiratet        ,63967.0,0,1,2023-09-08,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,3,11,0,47,882
1440,1988, Zweiter Studienzyklus, Zusammenlebend     ,52513.0,0,0,2022-04-09,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,3,11,0,37,1149
78,1979, Hochschulabschluss   , Verheiratet        ,25293.0,1,0,,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,3,11,0,46,37
5441,1975, Doktor               , Verwitwet          ,54111.0,0,1,,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,3,11,0,50,388
5302,1996, Hochschulabschluss   , Zusammenlebend     ,78394.0,0,0,,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,3,11,1,29,1428
4687,1968, Master               , Verheiratet        ,80739.0,0,0,,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,3,11,0,57,1633
1087,1985, Master               , Zusammenlebend     ,22669.0,1,0,,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,3,11,1,40,173
6859,1997, Hochschulabschluss   , Ledig              ,29236.0,1,0,2023-08-10,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,3,11,0,28,99
9860,1969, Hochschulabschluss   , Zusammenlebend     ,44911.0,0,1,,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,3,11,0,56,215
7129,1972, Doktor               , Verheiratet        ,54693.0,0,1,,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,3,11,0,53,929
5866,1984, Hochschulabschluss   , Zusammenlebend     ,48186.0,1,0,,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,3,11,0,41,219
10521,1987, Hochschulabschluss   , Verheiratet        ,54809.0,1,1,2023-11-09,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,1,38,174
7393,1988, Hochschulabschluss   , Zusammenlebend     ,41580.0,1,1,2022-10-12,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,3,11,0,37,92
7849,1980, Doktor               , Verheiratet        ,80336.0,0,0,2023-09-09,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,3,11,0,45,1052
332,1967, Hochschulabschluss   , Verheiratet        ,47743.0,0,1,,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,3,11,0,58,275
9847,1965, Zweiter Studienzyklus, Verheiratet        ,62972.0,0,1,2022-03-08,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,0,60,587
531,1964, Doktor               , Geschieden         ,57333.0,0,1,,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,3,11,1,61,1662
9576,1992, Doktor               , Zusammenlebend     ,32313.0,1,0,2023-11-02,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,3,11,0,33,159
6906,1963, Master               , Verwitwet          ,84953.0,0,0,2023-03-06,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,3,11,1,62,1024
7419,1978, Master               , Geschieden         ,27071.0,1,0,,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0,47,35
3170,1967, Master               , Zusammenlebend     ,68148.0,0,0,,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,3,11,0,58,1042
8527,1975, Master               , Zusammenlebend     ,65735.0,1,1,2023-07-12,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,3,11,0,50,395
7872,1985, Doktor               , Verheiratet        ,86836.0,0,0,2022-12-09,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,3,11,1,40,557
9931,1973, Doktor               , Verheiratet        ,4023.0,1,1,,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,3,11,0,52,9
10595,2000, Hochschulabschluss   , Verheiratet        ,30093.0,0,0,2023-08-07,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,3,11,0,25,69
4609,1976, Doktor               , Verheiratet        ,57705.0,0,1,2024-11-01,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,3,11,0,49,486
5010,1998, Hochschulabschluss   , Ledig              ,25008.0,1,0,2024-02-02,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,3,11,0,27,34
4427,2005, Zweiter Studienzyklus, Ledig              ,83257.0,0,0,,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,3,11,1,20,1365
11148,1985, Hochschulabschluss   , Zusammenlebend     ,22280.0,1,0,,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,40,13
1168,1988, Doktor               , Verheiratet        ,72159.0,0,0,,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,3,11,0,37,1401
9595,1971, Hochschulabschluss   , Zusammenlebend     ,64260.0,0,0,2023-11-01,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,3,11,1,54,1574
10163,1994, Doktor               , Ledig              ,82733.0,0,0,2023-10-09,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,3,11,1,31,1323
2886,1981, Master               , Geschieden         ,74290.0,0,1,2023-12-08,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,3,11,0,44,1217
6710,1961, Master               , Ledig              ,58217.0,2,1,,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,3,11,0,64,103
5316,1986, Master               , Zusammenlebend     ,21024.0,0,0,2023-04-07,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,3,11,0,39,84
9029,1982, Doktor               , Verheiratet        ,70116.0,0,0,,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,3,11,0,43,1536
521,1995, Hochschulabschluss   , Zusammenlebend     ,54006.0,1,0,,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,3,11,0,30,581
1459,1976, Doktor               , Verheiratet        ,69063.0,0,1,2022-07-11,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,3,11,0,49,928
10241,1985, Zweiter Studienzyklus, Geschieden         ,11448.0,0,0,,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,3,11,0,40,14
1630,1989, Hochschulabschluss   , Ledig              ,61825.0,0,1,2023-07-08,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0,36,424
3254,1981, Hochschulabschluss   , Verheiratet        ,70886.0,1,0,,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,3,11,0,44,960
9064,1992, Hochschulabschluss   , Verheiratet        ,69109.0,0,0,2022-09-11,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1,33,1555
3678,1983, Hochschulabschluss   , Verwitwet          ,60208.0,1,1,2022-07-10,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,3,11,1,42,656
4227,1978, Master               , Zusammenlebend     ,32889.0,1,1,2023-06-09,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,3,11,0,47,55
9467,1994, Hochschulabschluss   , Ledig              ,34738.0,1,0,2024-11-05,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,31,20
8486,1981, Master               , Zusammenlebend     ,30538.0,1,0,2022-01-10,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,3,11,0,44,367
2186,1987, Zweiter Studienzyklus, Zusammenlebend     ,82326.0,0,0,2024-10-03,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,3,11,1,38,2257
3286,1977, Doktor               , Geschieden         ,26642.0,1,0,2024-01-03,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,3,11,0,48,42
8602,1974, Hochschulabschluss   , Geschieden         ,69932.0,0,1,2023-12-06,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,3,11,0,51,1049
3722,1982, Hochschulabschluss   , Ledig              ,44503.0,1,1,,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,3,11,0,43,48
6715,1958, Doktor               , Ledig              ,60200.0,0,1,2023-02-01,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,3,11,0,67,685
4796,1962, Hochschulabschluss   , Geschieden         ,49638.0,0,1,,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,3,11,0,63,39
9612,1997, Zweiter Studienzyklus, Ledig              ,23830.0,0,0,2024-07-02,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,3,11,0,28,43
3766,1969, Master               , Verwitwet          ,33051.0,0,0,,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,3,11,1,56,835
1399,1968, Hochschulabschluss   , Verheiratet        ,72905.0,0,0,,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,3,11,0,57,1515
1570,1961, Doktor               , Zusammenlebend     ,69702.0,0,1,,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,3,11,0,64,1039
3426,1985, Hochschulabschluss   , Geschieden         ,70300.0,1,0,,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,3,11,0,40,1596
3074,1994, Doktor               , Verheiratet        ,70643.0,0,0,,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,3,11,1,31,1828
8341,1979, Doktor               , Verheiratet        ,30396.0,1,0,,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,3,11,1,46,34
5180,1978, Doktor               , Geschieden         ,50616.0,0,1,,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,3,11,0,47,149
6461,1979, Master               , Ledig              ,62772.0,0,1,,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,3,11,0,46,946
7679,1995, Doktor               , Ledig              ,30298.0,0,0,,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,3,11,0,30,28
10702,1994, Hochschulabschluss   , Ledig              ,52413.0,1,0,2022-03-11,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,3,11,0,31,450
7505,1967, Doktor               , Verheiratet        ,44155.0,1,1,,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,3,11,0,58,46
5113,1981, Doktor               , Geschieden         ,86979.0,0,0,2023-07-11,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,3,11,1,44,1702
10858,1985, Hochschulabschluss   , Zusammenlebend     ,76532.0,1,1,2023-09-09,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,3,11,0,40,820
2961,1992, Hochschulabschluss   , Verheiratet        ,42081.0,1,0,,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,3,11,0,33,382
2747,1998, Doktor               , Verheiratet        ,67546.0,0,0,,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,3,11,0,27,2126
3010,1999, Master               , Zusammenlebend     ,88420.0,0,0,2024-02-05,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,3,11,0,26,2069
5790,1995, Hochschulabschluss   , Verheiratet        ,31158.0,1,0,,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,30,72
6892,1978, Hochschulabschluss   , Geschieden         ,61671.0,0,1,2024-03-06,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,3,11,0,47,732
1743,1984, Hochschulabschluss   , Ledig              ,69719.0,0,0,,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,3,11,0,41,801
3578,1959, Hochschulabschluss   , Geschieden         ,49160.0,0,1,,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,3,11,0,66,236
8462,1988, Grundbildung         , Zusammenlebend     ,24882.0,1,0,2022-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0,37,80
5558,1964, Doktor               , Ledig              ,90933.0,0,0,,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,3,11,0,61,1685
4619,1955, Doktor               , Ledig              ,113734.0,0,0,,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,3,11,0,70,277
8780,1960, Doktor               , Zusammenlebend     ,59292.0,0,1,,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,3,11,0,65,507
10789,1974, Doktor               , Verheiratet        ,45759.0,1,1,,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0,51,68
10779,1993, Hochschulabschluss   , Ledig              ,22148.0,0,0,,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,32,49
5896,1997, Master               , Verheiratet        ,73395.0,0,0,,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,3,11,0,28,397
2337,1981, Hochschulabschluss   , Geschieden         ,29819.0,1,0,,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,3,11,0,44,39
10951,1978, Hochschulabschluss   , Verheiratet        ,45688.0,0,1,,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,3,11,0,47,306
544,1964, Hochschulabschluss   , Verheiratet        ,62820.0,0,0,2023-11-05,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,3,11,0,61,976
17,1981, Doktor               , Verheiratet        ,60491.0,0,1,2023-06-09,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,3,11,0,44,1028
10680,1996, Hochschulabschluss   , Zusammenlebend     ,33235.0,1,0,2024-05-02,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,3,11,0,29,70
3265,1969, Hochschulabschluss   , Verheiratet        ,35701.0,0,0,,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,3,11,0,56,46
5623,1990, Master               , Verheiratet        ,31535.0,1,0,,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,3,11,0,35,51
5832,1970, Zweiter Studienzyklus, Zusammenlebend     ,92556.0,0,0,,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,3,11,0,55,1263
5544,1980, Hochschulabschluss   , Ledig              ,67384.0,0,1,2022-10-11,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,3,11,0,45,1490
6417,1981, Master               , Zusammenlebend     ,80573.0,0,0,,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,3,11,0,44,1564
5831,1977, Hochschulabschluss   , Verheiratet        ,77870.0,0,1,,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,3,11,1,48,1815
7101,1973, Doktor               , Verwitwet          ,52278.0,0,1,,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,3,11,0,52,1198
10176,1978, Hochschulabschluss   , Ledig              ,57107.0,0,1,,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,3,11,1,47,416
2326,2000, Hochschulabschluss   , Verheiratet        ,18929.0,0,0,,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0,25,85
4385,1991, Doktor               , Ledig              ,36038.0,1,0,,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,3,11,0,34,47
2929,1986, Hochschulabschluss   , Ledig              ,20180.0,0,0,,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,3,11,0,39,137
10686,1975, Doktor               , Zusammenlebend     ,34230.0,1,1,,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,3,11,0,50,21
2546,1987, Zweiter Studienzyklus, Ledig              ,31878.0,0,1,,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,3,11,0,38,70
3283,1982, Zweiter Studienzyklus, Verheiratet        ,70932.0,0,1,,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,3,11,0,43,909
3138,1966, Hochschulabschluss   , Ledig              ,91249.0,0,0,,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,3,11,1,59,1676
4994,1953, Master               , Ledig              ,77598.0,0,0,2023-01-10,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,3,11,0,72,1735
